Requirement,Appropriate,Complete,Conforming,Correct,Feasible,Necessary,Singular,Unambiguous,Verifiable
Ürün yeni toplantı odalarını depolamalıdır,1,1,1,1,1,1,1,1,0
Ürün mevcut toplantı odalarını güncellemelidir,1,1,1,1,1,1,1,1,0
Ürün toplantı odalarını silebilecektir,1,1,1,1,1,1,1,1,0
Ürün yeni oda ekipmanı depolayabilmelidir,1,1,1,1,1,1,1,1,0
Ürün mevcut oda ekipmanını güncelleyecektir,1,1,1,1,1,1,1,1,0
Ürün oda ekipmanını silebilmelidir,1,1,1,1,1,1,1,1,0
Ürün bir organizatörün diğer çalışanları toplantılara davet etmesine izin vermelidir,1,1,1,1,1,1,1,1,0
Her toplantı odası rezerve edildiğinde toplantı odası programı rezervasyonun saatini ve tarihini yansıtacak şekilde güncellenmelidir,1,1,1,1,1,1,1,1,0
Ürün rezerve edilen ekipmanın nakliye durumunu kaydetmelidir,1,1,1,1,1,1,1,1,0
Ürün toplantı odası konumlarını gösteren şirket binasının haritasını görüntülemelidir,1,1,1,1,1,1,1,1,0
Ürün güncellenmiş toplantı gündemlerini kaydetmelidir,1,1,1,1,1,1,1,1,0
Ürün toplantı organizatörüne bir toplantı onayı göndermelidir,1,1,1,1,1,1,1,1,0
Ürün arama parametrelerine göre oda ekipmanını görüntülemelidir,1,1,1,1,1,1,1,1,0
Ürün arama parametrelerine göre toplantı odalarını görüntülemelidir,1,1,1,1,1,1,1,1,0
Ürün farklı toplantı türlerini kaydetmelidir,1,1,1,1,1,1,1,1,0
Ürün rezerve edilmiş tüm ekipmanı kaydetmelidir,1,1,1,1,1,1,1,1,0
Ürün bina personelini ekipman taşıma talepleri hakkında bilgilendirmelidir,1,1,1,1,1,1,1,1,0
Ürün ayrıcalıklı kullanıcıların toplantı programlarını birden fazla raporlama görünümünde görmesine izin verecektir,1,1,1,1,1,1,1,1,0
Ürün farklı son kullanıcı belirtilen yöntemler aracılığıyla toplantı bildirimleri gönderebilmelidir,1,1,1,1,1,1,1,1,0
Ürün özelleştirilebilir bir Görünüm ve Hisse sahip olmalıdır,1,0,1,1,1,1,1,0,0
Ürün sezgisel bir kullanıcı arayüzüne sahip olmalıdır,1,0,1,1,1,1,1,0,0
Ürün rezerve edilmemiş toplantı odaları için müsait durumu görüntüleyecektir,1,1,1,1,1,1,1,1,0
Önceki 30 günlük dönem için Envanter Miktarı Ayarlamasının yeniden oluşturulması en fazla 30 dakika sürmelidir,1,1,1,1,1,1,1,1,1
Sistem aynı anda çalışacak minimum 6 kullanıcıya izin vermelidir,1,1,1,1,1,1,1,1,1
Sistem şu anda sahip olunan bilgisayar ekipmanını kullanmalıdır,1,1,1,1,1,1,1,1,0
Sistem iş verilerini otomatik olarak yedekleyebilmeli ve talep üzerine geri yükleyebilmelidir,1,1,1,1,1,1,1,1,0
Sistem tutarlı güvenliği korumalıdır. Kullanıcı parolalarında ve/veya izinlerde yapılan değişiklikler Sistemin tüm bölümlerinde etkili olmalıdır,1,1,1,1,1,1,0,1,0
Sistem tüm ana alt sistemlere erişim haklarını ayrıntılı olarak kontrol etmelidir. Tüm alt sistemlere bağımsız olarak erişim hakları atanabilmeli,1,1,1,1,1,1,0,1,0
Sistem geçerli tüm muhasebe standartlarını karşılamalıdır. Sistemin nihai sürümü sertifikalı bir denetçi tarafından gerçekleştirilen bağımsız denetimi başarıyla geçmelidir,1,1,1,1,1,1,0,1,1
Sistem telif ücreti ile sonuçlanan ek üçüncü taraf lisansları gerektirmemelidir,1,1,1,1,1,1,1,1,0
Sistem talep üzerine Envanter Miktarı Ayarlama belgelerinin oluşturulmasına izin vermelidir,1,1,1,1,1,1,1,1,0
Sistem belirli bir zamandan bu yana tüm Envanter Miktarı Ayarlama belgelerinin talep üzerine oluşturulmasına izin vermelidir,1,1,1,1,1,1,1,1,0
IQA alt sistemi mevcut envanter durumunu dikkate almalı ve ikame malzemelerin envanterini buna göre ayarlamalıdır,1,1,1,1,1,1,1,1,0
Sistem ürün formüllerinin girilmesine depolanmasına ve değiştirilmesine izin vermelidir,1,1,1,1,1,1,1,1,0
Ürün formülleri kendi formüllerine sahip yarı ürünlerin kullanılmasına izin vermelidir,1,1,1,1,1,1,1,1,0
Aşağıdaki tarayıcılarla arayüz oluşturabilmeliyiz,1,0,1,1,1,1,1,1,0
Web sitesi kredi kartı işlemlerini işlemek için CyberSource API ile arayüz oluşturmalıdır,1,1,1,1,1,1,1,1,0
Web sitesi MSN TV2 ile tamamen çalışır durumda olmalıdır,1,1,1,1,1,1,1,1,0
Filmler Windows Media Player 9.0 aracılığıyla kodlanmalı ve akış yapılmalıdır,1,1,1,1,1,1,1,1,1
Filmler 56k ve 256k akışları için kodlanmalıdır,1,1,1,1,1,1,1,1,1
Web sitesine promosyon güncellemeleri güncellemek bir gün sürmelidir,1,1,1,1,1,1,1,1,1
Izogn Yöneticisi web sitesindeki kategori listelerini 2 dakika içinde güncelleyebilmelidir,1,1,1,1,1,1,1,1,1
Izogn Yöneticisi web sitesine 2 dakika içinde yeni ürünler ekleyebilmelidir,1,1,1,1,1,1,1,1,1
Sistem müşterilerine destek için 24 saat 800 ücretsiz numarası sağlayacaktır,1,1,1,1,1,1,1,1,0
Web sitesi yaygın sorunlara yanıtlar ve çözümler içeren bir yardım bölümü sağlayacaktır,1,1,1,1,1,1,1,1,0
Velkat personeli Izogn yöneticilerine teknik destek sağlamak için Pazartesi-Cuma 07:00-19:00 arası telefon desteği için hazır olacaktır,1,1,1,1,1,1,1,1,1
Ürün belirtilen ortama 1 iş günü içinde kurulabilmelidir,1,1,1,1,1,1,1,1,1
Yalnızca kayıtlı müşteriler akış filmleri satın alabilir,1,1,1,1,1,1,1,1,0
Müşteri yalnızca satın aldığı ve 2 günlük görüntüleme süresi içindeyse bir filmi akış yapabilir,1,1,1,1,1,1,0,1,1
Yalnızca yetkili personel veritabanındaki müşteri kayıtlarına erişebilir,1,1,1,1,1,1,1,1,0
Yalnızca yöneticiler ön ödemeli bir kartı etkinleştirebilir,1,1,1,1,1,1,1,1,0
Yalnızca yetkili personel satış bilgilerine erişebilir,1,1,1,1,1,1,1,1,0
Web sitesi yanlış veri girildiğinde verilerinin bozulmasını engelleyecektir,1,1,1,1,1,1,1,1,0
Web sitesi kendini kasıtlı kötüye kullanımdan koruyacak ve tüm olaylarda yöneticiyi bilgilendirecektir,1,1,1,1,1,1,0,1,0
Veri bütünlüğü komut dosyaları veritabanının bütünlüğünü doğrulamak için haftalık olarak çalıştırılacaktır,1,1,1,1,1,1,1,1,0
Web sitesi onlardan veri toplamadan önce kullanıcısını web sitesinin tüm sayfalarında erişilebilir bir Gizlilik Politikası aracılığıyla bilgi uygulamalarından haberdar edecektir,1,1,1,1,1,1,1,1,0
Sistem müşterileri bilgi politikasındaki değişiklikler hakkında bilgilendirecektir,1,1,1,1,1,1,1,1,0
Sistem özel bilgileri yalnızca kuruluşun bilgi politikasına uygun olarak açıklayacaktır,1,1,1,1,1,1,1,1,0
Tüm müşteri bilgileri yalnızca yetkili personelin erişebildiği güvenli bir veritabanında saklanacaktır,1,1,1,1,1,1,1,1,0
Tüm kredi kartı bilgileri veritabanında şifrelenecektir,1,1,1,1,1,1,1,1,0
Akış sunucusu kötü amaçlı virüs bulaşmasını önlemek için antivirüs yazılımına sahip olacaktır,1,1,1,1,1,1,1,1,0
Web sitesi Nijerya'daki tüm kabilelere hitap etmelidir,1,0,1,1,1,1,1,0,0
Web sitesi dini veya etnik gruplara saldırgan olmamalıdır,1,1,1,1,1,1,1,1,0
Web sitesi sadece Nijeryalılara değil tüm Afrikalılara hitap etmelidir,1,0,1,1,1,1,1,0,0
Web sitesi ana sayfada animasyon sağlamak için Flash kullanmalıdır,1,1,1,1,1,1,1,1,0
IzognMovies Afrika filmlerini akış yapmak için ilgili kuruluşlar tarafından belirlenen lisanslama gerekliliklerini karşılamalıdır,1,1,1,1,1,1,1,1,0
Web sitesi W3C standartlarına uygun olacaktır,1,1,1,1,1,1,1,1,0
PHP kodu PEAR standartlarına uygun olacaktır,1,1,1,1,1,1,1,1,0
Web sitesi müşterilerin filmleri başlık aktör veya yönetmene göre aramasına izin verecektir,1,1,1,1,1,1,1,1,0
Film detaylarını görüntülerken web sitesi yönetici tarafından girilen filmin açıklamasını aktörünü ve yönetmenini görüntüleyecektir,1,1,1,1,1,1,1,1,0
Web sitesi kullanıcının bir filmi akış yapmasına izin vermeden önce kredi kartı ödemesi talep edecek ve yetkilendirecektir,1,1,1,1,1,1,1,1,0
Satın alınan filmi satın alma tarihinden sonra 2 güne kadar Windows Media Player aracılığıyla akış yapabilecektir,1,0,1,1,1,1,1,1,1
Web sitesi müşterilerin Izogn yöneticisi tarafından girilen kategorilere göre filmlere göz atmasına izin verecektir,1,1,1,1,1,1,1,1,0
Web sitesi müşterilerin seçilen filmler hakkında diğer müşteriler tarafından yapılan incelemeleri görüntülemesine izin verecektir,1,1,1,1,1,1,1,1,0
Web sitesi müşterilerin seçilen bir film için kendi film incelemelerini eklemesine izin verecektir,1,1,1,1,1,1,1,1,0
Web sitesi Izogn yöneticisinin bir müşteri tarafından yayınlanan bir incelemeyi onaylamasına izin verecektir,1,1,1,1,1,1,1,1,0
Sistem müşterilerin ön ödemeli kartla akış filmi için ödeme yapmasına izin verecektir,1,1,1,1,1,1,1,1,0
Web sitesi müşterilerin kredi kartı veya posta ile ödeme seçeneğiyle 5 10 veya 20 dolar değerinde ön ödemeli kartlar satın almasına izin verecektir,1,1,1,1,1,1,1,1,0
Sistem her Cuma web sitesinin ana sayfasını otomatik olarak güncelleyecek ve web sitesine eklenmiş en son 4 filmi gösterecektir,1,1,1,1,1,1,1,1,1
Sistem kullanıcıların web sitesinin Hesabım bölümü aracılığıyla fatura ve iletişim bilgilerini güncellemesine izin verecektir,1,1,1,1,1,1,1,1,0
Ön ödemeli kartlar e-posta veya basılı kağıt kart ile dağıtılacaktır,1,1,1,1,1,1,1,1,0
Yalnızca kayıtlı müşteriler akış filmleri satın alabilir,1,1,1,1,1,1,1,1,0
Filmler yalnızca müşteri bir film satın aldıysa ve filmi akış yapmak için 2 günlük süre içindeyse akış yapılabilir,1,1,1,1,1,1,0,1,1
Web sitesi Izogn Yöneticisi tarafından ayarlanan çeşitli parametrelerle ücretsiz deneme dönemlerini destekleyebilmelidir,1,1,1,1,1,1,1,1,0
Tüm akış filmi satışları veritabanına kaydedilecek ve yönetici tarafından erişilebilir olacaktır,1,1,1,1,1,1,1,1,0
Aşağıdaki tarayıcılarla arayüz oluşturabilmeliyiz,1,0,1,1,1,1,1,1,0
Web sitesi kredi kartı işlemlerini işlemek için CyberSource API ile arayüz oluşturmalıdır,1,1,1,1,1,1,1,1,0
Web sitesi MSN TV2 ile tamamen çalışır durumda olmalıdır,1,1,1,1,1,1,1,1,0
Filmler Windows Media Player 9.0 aracılığıyla kodlanmalı ve akış yapılmalıdır,1,1,1,1,1,1,1,1,1
Filmler 56k ve 256k akışları için kodlanmalıdır,1,1,1,1,1,1,1,1,1
Web sitesine promosyon güncellemeleri güncellemek bir gün sürmelidir,1,1,1,1,1,1,1,1,1
Izogn Yöneticisi web sitesindeki kategori listelerini 2 dakika içinde güncelleyebilmelidir,1,1,1,1,1,1,1,1,1
Izogn Yöneticisi web sitesine 2 dakika içinde yeni ürünler ekleyebilmelidir,1,1,1,1,1,1,1,1,1
Sistem müşterilerine destek için 24 saat 800 ücretsiz numarası sağlayacaktır,1,1,1,1,1,1,1,1,0
Web sitesi yaygın sorunlara yanıtlar ve çözümler içeren bir yardım bölümü sağlayacaktır,1,1,1,1,1,1,1,1,0
Velkat personeli Izogn yöneticilerine teknik destek sağlamak için Pazartesi-Cuma 07:00-19:00 arası telefon desteği için hazır olacaktır,1,1,1,1,1,1,1,1,1
Ürün belirtilen ortama 1 iş günü içinde kurulabilmelidir,1,1,1,1,1,1,1,1,1
Yalnızca kayıtlı müşteriler akış filmleri satın alabilir,1,1,1,1,1,1,1,1,0
Müşteri yalnızca satın aldığı ve 2 günlük görüntüleme süresi içindeyse bir filmi akış yapabilir,1,1,1,1,1,1,0,1,1
Yalnızca yetkili personel veritabanındaki müşteri kayıtlarına erişebilir,1,1,1,1,1,1,1,1,0
Yalnızca yöneticiler ön ödemeli bir kartı etkinleştirebilir,1,1,1,1,1,1,1,1,0
Yalnızca yetkili personel satış bilgilerine erişebilir,1,1,1,1,1,1,1,1,0
Web sitesi yanlış veri girildiğinde verilerinin bozulmasını engelleyecektir,1,1,1,1,1,1,1,1,0
Web sitesi kendini kasıtlı kötüye kullanımdan koruyacak ve tüm olaylarda yöneticiyi bilgilendirecektir,1,1,1,1,1,1,0,1,0
Veri bütünlüğü komut dosyaları veritabanının bütünlüğünü doğrulamak için haftalık olarak çalıştırılacaktır,1,1,1,1,1,1,1,1,0
Web sitesi onlardan veri toplamadan önce kullanıcısını web sitesinin tüm sayfalarında erişilebilir bir Gizlilik Politikası aracılığıyla bilgi uygulamalarından haberdar edecektir,1,1,1,1,1,1,1,1,0
Sistem müşterileri bilgi politikasındaki değişiklikler hakkında bilgilendirecektir,1,1,1,1,1,1,1,1,0
Sistem özel bilgileri yalnızca kuruluşun bilgi politikasına uygun olarak açıklayacaktır,1,1,1,1,1,1,1,1,0
Tüm müşteri bilgileri yalnızca yetkili personelin erişebildiği güvenli bir veritabanında saklanacaktır,1,1,1,1,1,1,1,1,0
Tüm kredi kartı bilgileri veritabanında şifrelenecektir,1,1,1,1,1,1,1,1,0
Akış sunucusu kötü amaçlı virüs bulaşmasını önlemek için antivirüs yazılımına sahip olacaktır,1,1,1,1,1,1,1,1,0
Web sitesi Nijerya'daki tüm kabilelere hitap etmelidir,1,0,1,1,1,1,1,0,0
Web sitesi dini veya etnik gruplara saldırgan olmamalıdır,1,1,1,1,1,1,1,1,0
Web sitesi sadece Nijeryalılara değil tüm Afrikalılara hitap etmelidir,1,0,1,1,1,1,1,0,0
Web sitesi ana sayfada animasyon sağlamak için Flash kullanmalıdır,1,1,1,1,1,1,1,1,0
IzognMovies Afrika filmlerini akış yapmak için ilgili kuruluşlar tarafından belirlenen lisanslama gerekliliklerini karşılamalıdır,1,1,1,1,1,1,1,1,0
Web sitesi W3C standartlarına uygun olacaktır,1,1,1,1,1,1,1,1,0
PHP kodu PEAR standartlarına uygun olacaktır,1,1,1,1,1,1,1,1,0
Web sitesi müşterilerin filmleri başlık aktör veya yönetmene göre aramasına izin verecektir,1,1,1,1,1,1,1,1,0
Film detaylarını görüntülerken web sitesi yönetici tarafından girilen filmin açıklamasını aktörünü ve yönetmenini görüntüleyecektir,1,1,1,1,1,1,1,1,0
Web sitesi kullanıcının bir filmi akış yapmasına izin vermeden önce kredi kartı ödemesi talep edecek ve yetkilendirecektir,1,1,1,1,1,1,1,1,0
Satın alınan filmi satın alma tarihinden sonra 2 güne kadar Windows Media Player aracılığıyla akış yapabilecektir,1,0,1,1,1,1,1,1,1
Web sitesi müşterilerin Izogn yöneticisi tarafından girilen kategorilere göre filmlere göz atmasına izin verecektir,1,1,1,1,1,1,1,1,0
Web sitesi müşterilerin seçilen filmler hakkında diğer müşteriler tarafından yapılan incelemeleri görüntülemesine izin verecektir,1,1,1,1,1,1,1,1,0
Web sitesi müşterilerin seçilen bir film için kendi film incelemelerini eklemesine izin verecektir,1,1,1,1,1,1,1,1,0
Web sitesi Izogn yöneticisinin bir müşteri tarafından yayınlanan bir incelemeyi onaylamasına izin verecektir,1,1,1,1,1,1,1,1,0
Sistem müşterilerin ön ödemeli kartla akış filmi için ödeme yapmasına izin verecektir,1,1,1,1,1,1,1,1,0
Web sitesi müşterilerin kredi kartı veya posta ile ödeme seçeneğiyle 5 10 veya 20 dolar değerinde ön ödemeli kartlar satın almasına izin verecektir,1,1,1,1,1,1,1,1,0
Sistem her Cuma web sitesinin ana sayfasını otomatik olarak güncelleyecek ve web sitesine eklenmiş en son 4 filmi gösterecektir,1,1,1,1,1,1,1,1,1
Sistem kullanıcıların web sitesinin Hesabım bölümü aracılığıyla fatura ve iletişim bilgilerini güncellemesine izin verecektir,1,1,1,1,1,1,1,1,0
Ön ödemeli kartlar e-posta veya basılı kağıt kart ile dağıtılacaktır,1,1,1,1,1,1,1,1,0
Yalnızca kayıtlı müşteriler akış filmleri satın alabilir,1,1,1,1,1,1,1,1,0
Filmler yalnızca müşteri bir film satın aldıysa ve filmi akış yapmak için 2 günlük süre içindeyse akış yapılabilir,1,1,1,1,1,1,0,1,1
Web sitesi Izogn Yöneticisi tarafından ayarlanan çeşitli parametrelerle ücretsiz deneme dönemlerini destekleyebilmelidir,1,1,1,1,1,1,1,1,0
Tüm akış filmi satışları veritabanına kaydedilecek ve yönetici tarafından erişilebilir olacaktır,1,1,1,1,1,1,1,1,0
Tüm kayıtlı müşteri bilgileri müşteri hesabını iptal ettikten sonra bile veritabanında saklanmalı ve korunmalıdır,1,1,1,1,1,1,1,1,0
Günlük kullanım istatistikleri kaydedilmeli ve yönetici tarafından erişilebilir olmalıdır,1,1,1,1,1,1,1,1,0
Sahip tüm akış filmlerine ücretsiz erişime sahip olmalıdır,1,1,1,1,1,1,1,1,0
Toplam müşteri adayı döngü süresi 08:00 CST ile 20:00 CST arasındaki mesai saatlerinde müşteri adayı hacminin %90'ı için 5 dakikada tamamlanmalıdır; ardından mesai saatleri dışında müşteri adayı hacminin %99'u için 3 dakika olmalıdır,1,1,1,1,1,1,0,1,1
İşlenen tüm müşteri adaylarının %97'si için hiçbir müşteri adayı değerlendirmesi 25 saniyeden uzun bir sürede tamamlanmayacaktır,1,1,1,1,1,1,1,1,1
25 saniyeden uzun işlenen müşteri adayları için sistem olayı ve süreyi kaydedecektir,1,1,1,1,1,1,1,1,0
Süreç bir müşteri adayının toplam yaşam döngüsünün 3 dakikası içinde atandığı Otomatik Temsilci Atama süreci tarafından belirlenen işleme süresi koşullarına uymalıdır,1,1,1,1,1,1,1,1,1
Müşteri adayı temizleme süreci kurulu fiziksel web servisi yapısı içinde çalışacaktır,1,1,1,1,1,1,1,1,0
Temizleme süreci müşteri adayı verilerini alırken ve işlerken xml gibi bağlayıcı olmayan tarafsız bir veri formatı kullanmalıdır,1,1,1,1,1,1,1,1,0
Hata raporları teknik birimlere 7/24 esasına göre sunulacaktır,1,1,1,1,1,1,1,1,0
Temizleme parametreleri planlı bakım saatlerinde güncellenecektir,1,1,1,1,1,1,1,1,0
Satıcı geçersiz müşteri adayını doğrulayacaktır,1,1,1,1,1,1,1,1,0
Satıcı kurumsal faturalandırma sistemine uygulanacak bir kredi doğrulama kaydı gönderecektir,1,1,1,1,1,1,1,1,0
Bir müşteri adayı yüksek aralıkta puanlanırsa sistem müşteri adayı verilerini ve puanını kurumsal sisteme sağlayacaktır,1,1,1,1,1,1,1,1,0
Müşteri adayı temizleme işlevi web servisi tarafından alınan tüm müşteri adaylarını geçerli veri için doğrulayacaktır,1,1,1,1,1,1,1,1,0
Müşteri adayı temizleme işlevi web servisi tarafından yakalanan tüm müşteri adaylarını ekleyecektir,1,1,1,1,1,1,1,1,0
Müşteri adayı puanı yüksek ortalama puanın içine düşerse ARA işlevi tarafından işlenecektir,1,1,1,1,1,1,1,1,0
Müşteri adayı puanı orta ortalamaya düşerse eleads sistemi aracılığıyla bir Kayıt Koordinatörü tarafından manuel doğrulamaya ayarlanacaktır,1,1,1,1,1,1,1,1,0
Müşteri adayı puanı düşük ortalamaya düşerse sağlayan satıcıya iade edilecektir,1,1,1,1,1,1,1,1,0
Müşteri adayı temizleme işlevi toplam puan için hem iletişim hem de akademik puanlama bilgilerini derleyecektir,1,1,1,1,1,1,1,1,0
Müşteri adayı temizleme işlevi müşteri adayının bir kısmını puanlamak için kurumsal ve okullar tarafından sağlanan parametreleri kullanacaktır,1,1,1,1,1,1,1,1,0
Müşteri adayı temizleme işlevi satıcıya sağlanan müşteri adayı verilerini ret nedeniyle birlikte iade edecektir,1,1,1,1,1,1,1,1,0
Müşteri adayı temizleme işlevi müşteri adayı veri parametrelerinin korunabileceği bir arayüze sahip olacaktır,1,1,1,1,1,1,1,1,0
Müşteri adayı temizleme işlevi parametre güncellemeleri yapmak için kullanıcıların kimlik doğrulamasını ve haklarını doğrulayacaktır,1,1,1,1,1,1,1,1,0
Müşteri adayı temizleme işlevi kurumsal sistem tarafından döndürülen olası müşteri adayı yinelemelerini depolayacaktır,1,1,1,1,1,1,1,1,0
Müşteri adayını kurumsal sisteme göndermeden önce müşteri adayı temizleme işlevi müşteri adayını bir kabul temsilcisine atayacaktır,1,1,1,1,1,1,1,1,0
