Requirement,Appropriate,Complete,Conforming,Correct,Feasible,Necessary,Singular,Unambiguous,Verifiable
"Ürün, kötü amaçlı veri girişini engelleyecektir. Ürün ve/veya bağlantılı donanım/yazılım sistemlerinin verileri, her kötü amaçlı veri girişi sırasında %100 bozulmadan kalacaktır.",1,1,1,1,1,1,1,1,1
"Ürün ve/veya bağlı veritabanları/dosyalar, kötü amaçlı veri girişine rağmen çalışmaya devam edecektir. Kötü amaçlı veri girişleri sırasında ürün ve/veya bağlı veritabanları/dosyalar %100 çökmeden çalışacaktır.",1,1,1,1,1,1,1,1,1
"Ürünün dili, hedef pazarlardaki tüm ülkeleri kapsayacaktır. Her hedef pazar ülkesinden katılımcıların %90'ı, ürünün dilinin kabul edilebilir olduğunu belirleyecektir.",1,1,1,1,1,1,1,1,1
"Ürün, J2SE/J2EE programlama dili kütüphaneleri ile geliştirilecektir.",1,1,1,1,1,1,1,1,1
"Ürün, toplantı kayıtlarını tutacaktır.",1,1,1,1,1,1,1,1,1
"Ürün, çalışanlara toplantı davetlerini bildirecektir.",1,1,1,1,1,1,1,1,1
"Ürün, çalışanlara toplantı hatırlatmaları gönderebilecektir.",1,1,1,1,1,1,1,1,1
"Ürün, her toplantıyı oluşturan organizatörün iletişim bilgilerini toplantıya atayacaktır.",1,1,1,1,1,1,1,1,1
"Ürün, toplantı onaylarını kaydedecektir.",1,1,1,1,1,1,1,1,1
"Ürün, yeni konferans odalarını depolayabilecektir.",1,1,1,1,1,1,1,1,1
"Ürün, mevcut konferans odalarını güncelleyebilecektir.",1,1,1,1,1,1,1,1,1
"Ürün, konferans odalarını silebilecektir.",1,1,1,1,1,1,1,1,1
"Ürün, yeni oda ekipmanlarını depolayabilecektir.",1,1,1,1,1,1,1,1,1
"Ürün, mevcut oda ekipmanlarını güncelleyebilecektir.",1,1,1,1,1,1,1,1,1
"Son 30 gün için Envanter Miktarı Düzeltme işleminin tamamlanması 30 dakikadan fazla sürmeyecektir.",1,1,1,1,1,1,1,1,1
"Sistem aynı anda en az 6 kullanıcının çalışmasına izin verecektir.",1,1,1,1,1,1,1,1,1
"Sistem mevcut bilgisayar ekipmanlarını kullanacaktır.",1,1,1,1,1,1,1,1,0
"Sistem iş verilerini otomatik olarak yedekleyip talep üzerine geri yükleyebilecektir.",1,1,1,1,1,1,1,1,1
"Sistem tutarlı güvenliği sağlayacaktır. Kullanıcı şifreleri ve/veya izinlerde yapılan değişiklikler sistemin tüm bölümlerinde geçerli olacaktır.",1,1,1,1,1,1,1,1,1
"Sistem, tüm ana alt sistemler için erişim haklarını detaylı şekilde kontrol edebilecektir. Tüm alt sistemler için erişim hakları bağımsız olarak atanabilir olmalıdır.",1,1,1,1,1,1,1,1,1
"Sistem, tüm geçerli muhasebe standartlarına uyacaktır. Sistem nihai sürümü, bağımsız bir denetçi tarafından yapılan denetimi başarıyla geçmelidir.",1,1,1,1,1,1,1,1,1
"Sistem, telif ücreti gerektiren ek üçüncü taraf lisanslarına ihtiyaç duymayacaktır.",1,1,1,1,1,1,1,1,1
"Sistem, Envanter Miktarı Düzeltme belgelerinin talep üzerine oluşturulmasına izin verecektir.",1,1,1,1,1,1,1,1,1
"Sistem, belirli bir zamandan itibaren tüm Envanter Miktarı Düzeltme belgelerinin talep üzerine oluşturulmasına izin verecektir.",1,1,1,1,1,1,1,1,1
"IQA alt sistemi mevcut envanter durumunu dikkate alacak ve ikame edilebilir malzemelerin envanterini buna göre ayarlayacaktır.",1,1,1,1,1,1,1,1,1
"Sistem, ürün formüllerinin girilmesine, depolanmasına ve değiştirilmesine izin verecektir.",1,1,1,1,1,1,1,1,1
"Ürün formülleri, kendi formüllerine sahip yarı ürünlerin kullanılmasına izin verecektir.",1,1,1,1,1,1,1,1,1
"Ürün formülü bileşenleri, ikame edilebilir malzemelerin tanımlanmasına izin verecektir.",1,1,1,1,1,1,1,1,1
"Formül ikame edilebilir bileşenler, kalıcı sırayla saklanacaktır.",1,1,1,1,1,1,1,1,1
"Ürün, POS terminalleri tarafından kullanılan ürün menülerinin girilmesine, depolanmasına ve değiştirilmesine izin verecektir.",1,1,1,1,1,1,0,0,1
"PME alt sistemi, muhasebe sisteminde saklanan ürün listesine dayalı olarak ürün menüleri oluşturulmasına izin verecektir.",1,1,1,1,1,1,1,1,1
"PME alt sistemi, menüler içinde alt menülerin ve alt menüler içinde ürünlerin yönetilen ve kalıcı sırayla saklanmasına izin verecektir.",1,1,1,1,1,1,0,0,1
"Formül ikame edilebilir bileşenler, PFE alt sistemi tarafından otomatik olarak girilecektir.",1,1,1,1,1,1,1,1,1
"Formül ikame edilebilir bileşenler, kalıcı sırayla saklanacaktır.",1,1,1,1,1,1,1,1,1
"Ürün, POS terminalleri tarafından kullanılan ürün menülerinin girilmesine, depolanmasına ve değiştirilmesine izin verecektir.",1,1,1,1,1,1,0,0,1
"PME alt sistemi, muhasebe sisteminde saklanan ürün listesine dayalı olarak ürün menüleri oluşturulmasına izin verecektir.",1,1,1,1,1,1,1,1,1
"PME alt sistemi, menüler içinde alt menülerin ve alt menüler içinde ürünlerin yönetilen ve kalıcı sırayla saklanmasına izin verecektir.",1,1,1,1,1,1,0,0,1
"PME alt sistemi, bir ürünün birden fazla alt menüde bulunmasına izin verecektir.",1,1,1,1,1,1,1,1,1
"RMS sistemi, Windows XP görünüme sahip olacak ve GUI özelliklerini kullanarak kullanımını sezgisel hale getirecektir.",1,1,1,1,1,1,1,1,1
"Sistem, ürün günlük satış verilerine ve ürün formüllerine dayanarak Envanter Miktarı Ayarlama belgesi oluşturacaktır.",1,1,1,1,1,1,1,1,1
"Sistem, ürün günlük satış verileri ve ürün formüllerine dayalı olarak Envanter Miktarı Düzeltme belgeleri üretecektir.",1,1,1,1,1,1,1,1,1
"Sistem, günlük Ürün Satış verileri mevcut olduğunda Envanter Miktarı Düzeltme belgelerini otomatik olarak oluşturacaktır.",1,1,1,1,1,1,1,1,1
"Yönetici, Yönetim bölümünden ön ödemeli kartı 5 saniye içinde aktive edebilecektir.",1,1,1,1,1,1,1,1,1
"Müşteri, ön ödemeli kartlarının durumunu PIN numarası girerek 5 saniye içinde kontrol edebilecektir.",1,1,1,1,1,1,1,1,1
"Sistem, müşterilerin web sitesinde 'kullandıkça öde' kullanıcı olarak 5 dakika içinde kayıt olmalarını sağlayacaktır.",1,1,1,1,1,1,1,1,1
"Sistem, müşterilerin web sitesinde 'sınırsız film abonesi' kullanıcı olarak 10 dakika içinde kayıt olmalarını sağlayacaktır.",1,1,1,1,1,1,1,1,1
"Sistem, mevcut müşterilerin e-posta adresi ve şifre ile web sitesine 5 saniye içinde giriş yapmasına izin verecektir.",1,1,1,1,1,1,1,1,1
"Sistem, müşterilerin hesaplarını iptal etmelerine izin verecek, işlem 2 dakikadan uzun sürmeyecek, veritabanı hesabı pasif olarak işaretleyecek ve kullanıcı web sitesine giriş yapamayacaktır.",1,1,1,1,1,1,1,1,1
"Sistem, yöneticinin müşteri hesabını 1 dakika içinde devre dışı bırakmasına izin verecek, müşteri artık web sitesine erişemeyecektir.",1,1,1,1,1,1,1,1,1
"Yönetici, web sitesinde filmleri 5 dakika içinde ekleyip/silebilecektir. Girilen film bilgileri veritabanında saklanacak ve siteye yansıyacaktır.",1,1,1,1,1,1,1,1,1
"Yönetici, web sitesinde kategorileri 5 dakika içinde ekleyip/silebilecektir.",1,1,1,1,1,1,1,1,1
"Izogn yöneticisi, satış ve kullanım istatistiklerine 2 dakika içinde erişebilecektir.",1,1,1,1,1,1,1,1,1
"Yönetici, benzersiz ön ödemeli PINler oluşturabilecek ve Excel dosyasıyla kaydedebilecektir.",1,1,1,1,1,1,1,1,1
"Web sitesi tüm kitleler için çekici görünmelidir; eğlenceli ve renkler parlak olmalıdır.",1,1,1,1,1,1,0,0,0
"Web sitesi modern, temiz ve sade bir tasarıma sahip olmalıdır.",1,1,1,1,1,1,0,0,0
"Ürün, Internet üzerinde acemi kullanıcıların %90'ı tarafından kullanılabilir olmalıdır.",1,1,1,1,1,1,1,1,1
"Kullanıcılar, web sitesinde hesap oluşturmak için en fazla 4 sayfa gezinmek zorunda olmalıdır.",1,1,1,1,1,1,1,1,1
"Kullanıcılar, web sitesine giriş yaptıktan sonra filmlerine 2 tıklamada erişebilmelidir.",1,1,1,1,1,1,1,1,1
"Gizli anketler, kullanıcıların %70'inin 2 hafta içinde akışlı film satın almayı rahat bulduğunu göstermelidir.",1,1,1,1,1,1,0,0,0
"Gizli anketler, kullanıcıların %95'inin bir ay sonra ön ödemeli kartları kullanmayı ve satın almayı rahat bulduğunu göstermelidir.",1,1,1,1,1,1,0,0,0
"Ürün, müşteri satın alma tercihlerini ve bilgilerini saklamalıdır.",1,1,1,1,1,1,1,1,1
"Ürün, acemi kullanıcıların internet üzerinden film satın almasını ve izlemesini kolaylaştırmalıdır; belirlenmiş bir filmi 3 dakikada izleyebilmelidir.",1,1,1,1,1,1,1,1,1
"Streaming sunucusu maksimum 700 filmi destekleyecektir; daha fazla film için yeni sunucular eklenebilir.", 1,1,1,1,1,1,1,1,1
"Sunucu maksimum 1.000 eşzamanlı kullanıcıyı destekleyecektir.", 1,1,1,1,1,1,1,1,1
"Web sitesi 100.000 müşteriyi destekleyebilecek kapasitede olmalıdır.", 1,1,1,1,1,1,1,1,1
"Ürünün en fazla bakım bütçesi içinde en az 2 yıl çalışması beklenmelidir.", 1,1,1,1,1,1,1,0,0
"Web sitesinin tüm özelliklerine bir web tarayıcısı üzerinden İnternet üzerinden erişilebilmelidir.", 1,1,1,1,1,1,1,1,1
"Mevcut web sitesini destekleyen aynı donanım yeni sistemi desteklemek için kullanılacaktır.", 1,1,1,1,1,1,1,1,1
"Aşağıdaki tarayıcılarla arayüz kurulabilmelidir: IE 5.X, 6.0, Netscape 6.x, 7.x, 8.x ve Firefox 1.0.", 1,1,1,1,1,1,1,1,1
"Web sitesi, kredi kartı işlemlerini işlemek için CyberSource API ile arayüz kurmalıdır.", 1,1,1,1,1,1,1,1,1
"Web sitesi MSN TV2 ile tam olarak çalışır durumda olmalıdır.", 1,0,1,1,1,1,1,0,0
"Filmler Windows Media Player 9.0 üzerinden kodlanmalı ve akış (stream) yapılmalıdır.", 1,1,1,1,1,1,1,1,1
"Filmler 56k ve 256k hızındaki akışlar için kodlanmalıdır.", 1,1,1,1,1,1,1,1,1
"Web sitesine yapılacak promosyon güncellemeleri bir gün içinde tamamlanmalıdır.", 1,1,1,1,1,1,1,1,1
"Izogn yöneticisi, web sitesindeki kategori listelerini 2 dakika içinde güncelleyebilmelidir.", 1,1,1,1,1,1,1,1,1
"Izogn yöneticisi, web sitesine yeni ürünleri 2 dakika içinde ekleyebilmelidir.", 1,1,1,1,1,1,1,1,1
"Sistem, müşterilere destek sağlamak için 24 saat hizmet veren 800 numaralı ücretsiz bir hattı sunacaktır.", 1,1,1,1,1,1,1,1,1
"Web sitesi, yaygın sorunlara yanıt ve çözümler içeren bir yardım bölümü sunacaktır.", 1,1,1,1,1,1,1,1,1
"Velkat personeli, Pazartesi-Cuma 07:00–19:00 saatleri arasında Izogn yöneticilerine teknik destek sağlamak için telefon desteği sunacaktır.", 1,1,1,1,1,1,1,1,1
"Ürün, belirtilen ortamda 1 iş günü içinde kurulabilmelidir.", 1,1,1,1,1,1,1,1,1
"Sadece kayıtlı müşteriler streaming filmleri satın alabilir.", 1,1,1,1,1,1,1,1,1
"Bir müşteri yalnızca filmi satın aldıysa ve 2 günlük izleme süresi içindeyse streaming yapabili.", 1,1,1,1,1,1,1,1,1
"Sadece yetkili personel müşteri kayıtlarına erişebilir.", 1,1,1,1,1,1,1,1,1
"Sadece yöneticiler ön ödemeli kartı aktifleştirebilir.", 1,1,1,1,1,1,1,1,1
"Sadece yetkili personel satış bilgilerine erişebilir.", 1,1,1,1,1,1,1,1,1
"Web sitesi, yanlış veri girildiğinde verilerini bozulmaktan koruyacaktır.", 1,1,1,1,1,1,1,1,1
"Web sitesi, kasıtlı kötüye kullanımı engelleyecek ve tüm olaylarda yöneticiyi bilgilendirecektir.", 1,1,1,1,1,1,1,1,1
"Veri bütünlüğü betikleri haftalık olarak çalıştırılacak ve veritabanının bütünlüğü doğrulanacaktır.", 1,1,1,1,1,1,1,1,1
"Web sitesi, kullanıcıdan veri toplarken bilgileri nasıl kullanacağını tüm sayfalarda erişilebilir Gizlilik Politikası ile bildirecektir.", 1,1,1,1,1,1,1,1,1
"Sistem, kullanıcıları bilgi politikasındaki değişiklikler hakkında bilgilendirecektir.", 1,1,1,1,1,1,1,1,1
"Sistem, özel bilgileri yalnızca organizasyonun bilgi politikasına uygun olarak açıklayacaktır.", 1,1,1,1,1,1,1,1,1
"Tüm müşteri bilgileri yalnızca yetkili personelin erişebileceği güvenli bir veritabanında saklanacaktır.", 1,1,1,1,1,1,1,1,1
"Tüm kredi kartı bilgileri veritabanında şifrelenmiş olarak saklanacaktır.", 1,1,1,1,1,1,1,1,1
"Streaming sunucusunda kötü amaçlı virüsleri önlemek için anti-virüs yazılımı bulunacaktır", 1,1,1,1,1,1,1,1,1
"Web sitesi, Nijerya’daki tüm kabilelere hitap etmelidir", 1,1,1,0,1,1,1,0,0
"Web sitesi dini veya etnik gruplara karşı saldırgan olmamalıdır", 1,1,1,1,1,1,1,1,1
"Web sitesi yalnızca Nijeryalılar değil, tüm Afrikalılara hitap etmelidir", 1,1,1,0,1,1,1,0,0
"Web sitesi, ana sayfada animasyon sağlamak için Flash kullanmalıdır", 1,1,1,1,1,1,1,1,1
"IzognMovies, Afrika filmlerini yayınlamak için ilgili kuruluşlar tarafından belirlenen lisanslama gerekliliklerini karşılamalıdır", 1,1,1,1,1,1,1,1,1
"Web sitesi W3C standartlarına uygun olacaktır", 1,1,1,1,1,1,1,1,1
"PHP kodu PEAR standartlarına uygun olacaktır", 1,1,1,1,1,1,1,1,1
"Web sitesi müşterilerin filmleri başlık, oyuncu veya yönetmen bilgisine göre aramasına izin verecektir", 1,1,1,1,1,1,1,1,1
"Film detaylarını görüntülerken web sitesi, yöneticinin girdiği filmin açıklamasını, oyuncularını ve yönetmenini gösterecektir", 1,1,1,1,1,1,1,1,1
"Web sitesi, bir kullanıcıya film akışı izleme izni vermeden önce kredi kartı ödemesini talep edecek ve yetkilendirecektir", 1,1,1,1,1,1,1,1,1
"Satın alınan film, satın alma tarihinden itibaren 2 gün boyunca Windows Media Player üzerinden izlenebilecektir", 1,1,1,1,1,1,1,1,1
"Web sitesi, müşterilerin filmleri izogn yöneticisi tarafından girilen kategorilere göre gezmesine izin verecektir", 1,1,1,1,1,1,1,1,1
"Web sitesi, müşterilerin seçilen filmlere diğer müşteriler tarafından yapılan yorumları görüntülemesine izin verecektir", 1,1,1,1,1,1,1,1,1
"Web sitesi, müşterilerin seçilen film için kendi yorumlarını eklemesine izin verecektir", 1,1,1,1,1,1,1,1,1
"Web sitesi, izogn yöneticisinin müşteriler tarafından gönderilen bir yorumu onaylamasına izin verecektir", 1,1,1,1,1,1,1,1,1
"Sistem, müşterilerin bir film için ön ödemeli kartla ödeme yapmasına izin verecektir", 1,1,1,1,1,1,1,1,1
"Web sitesi, müşterilerin $5, $10 veya $20 değerinde ön ödemeli kartları kredi kartı veya posta ile ödeme seçeneğiyle satın almasına izin verecektir", 1,1,1,1,1,1,1,1,1
"Sistem, web sitesinin ana sayfasını her Cuma otomatik olarak güncelleyecek ve eklenen 4 en son filmi gösterecektir", 1,1,1,1,1,1,1,1,1
"Sistem, kullanıcıların web sitesindeki “Hesabım” bölümü üzerinden fatura ve iletişim bilgilerini güncellemesine izin verecektir", 1,1,1,1,1,1,1,1,1
"Ön ödemeli kartlar e-posta veya basılı kart yoluyla dağıtılacaktır", 1,1,1,1,1,1,1,1,1
"Sadece kayıtlı müşteriler streaming filmleri satın alabilir", 1,1,1,1,1,1,1,1,1
"Müşteri bir filmi satın aldıysa ve 2 günlük izleme süresi içindeyse, film akışı yapılabilir", 1,1,1,1,1,1,1,1,1
"Web sitesi, Izogn Yöneticisi tarafından belirlenen çeşitli parametrelerle ücretsiz deneme sürelerini destekleyebilmelidir", 1,1,1,1,1,1,1,1,1
"Tüm streaming film satışları veritabanında kaydedilecek ve yönetici tarafından erişilebilir olacaktır", 1,1,1,1,1,1,1,1,1
"Tüm kayıtlı müşteri bilgileri, müşteri hesabını iptal etse bile veritabanında saklanacak ve korunacaktır", 1,1,1,1,1,1,1,1,1
"Günlük kullanım istatistikleri kaydedilecek ve yönetici tarafından erişilebilir olacaktır", 1,1,1,1,1,1,1,1,1
"Sahip, tüm streaming filmlere ücretsiz erişime sahip olacaktır", 1,1,1,1,1,1,1,0,1
"Toplam lead döngü süresi, iş saatlerinde (%90 lead hacmi için 8AM-8PM CST) 5 dakika, iş dışı saatlerde (%99 lead hacmi için) 3 dakika içinde tamamlanmalıdır", 1,1,1,1,1,1,1,0,1
"Hiçbir lead değerlendirmesi, işlenen tüm leadlerin %97’si için 25 saniyeden uzun sürmeyecektir", 1,1,1,1,1,1,1,0,1
"25 saniyeden uzun süren leadler için sistem olayı ve süreyi kaydedecektir", 1,1,1,1,1,1,1,1,1
"Süreç, bir leadin toplam yaşam döngüsünde 3 dakika içinde atanacağı Auto Rep Assignment işleminde belirtilen işlem süresi koşullarına uymalıdır", 1,1,1,1,1,1,1,0,1
"Lead yıkama süreci, belirlenen fiziksel web servis yapısı içinde çalışacaktır", 1,1,1,1,1,1,1,1,1
"Yıkama süreci, lead verilerini alırken ve işlerken bağlayıcı olmayan nötr bir veri formatı (ör. XML) kullanmalıdır", 1,1,1,1,1,1,1,1,1
"Hata raporları, teknik birimler için 7/24 erişilebilir olacaktır", 1,1,1,1,1,1,1,0,1
"Yıkama parametreleri, planlı bakım saatlerinde güncellenecektir", 1,1,1,1,1,1,1,1,1
"Satıcı geçersiz leadi doğrulayacaktır", 1,1,1,1,1,1,1,1,1
"Satıcı, kurumsal faturalama sistemine uygulanacak bir kredi doğrulama kaydı gönderecektir", 1,1,1,1,1,1,1,1,1
"Bir lead yüksek skora sahipse, sistem lead verilerini ve skorunu kurumsal sisteme sağlayacaktır", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, web servisi tarafından alınan tüm leadleri geçerli veri açısından doğrulayacaktır", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, web servisi tarafından yakalanan tüm leadleri sisteme ekleyecektir", 1,1,1,1,1,1,1,1,1
"Lead skoru yüksek ortalama aralığında ise, ARA işlevi tarafından işlenecektir", 1,1,1,1,1,1,1,0,1
"Lead skoru orta ortalama aralığında ise, eleads sistemi üzerinden bir Kayıt Koordinatörü tarafından manuel doğrulama için ayarlanacaktır", 1,1,1,1,1,1,1,0,1
"Lead skoru düşük ortalama aralığında ise, sağlayan satıcıya iade edilecektir", 1,1,1,1,1,1,1,0,1
"Lead yıkama işlevi, hem iletişim hem akademik skor bilgilerini toplam skor için derleyecektir", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, leadin bir kısmını puanlamak için kurumsal ve okul tarafından sağlanan parametreleri kullanacaktır", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, sağlayıcıya iade edilen lead verilerini ve reddedilme nedenini döndürecektir", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, lead veri parametrelerinin yönetilebileceği bir arayüze sahip olacaktır", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, kullanıcıların parametre güncellemeleri yapma yetkilerini ve kimlik doğrulamasını doğrulayacaktır", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, kurumsal sistemden döndürülen potansiyel lead tekrarlarını saklayacaktır", 1,1,1,1,1,1,1,1,1
"Lead kurumsal sisteme gönderilmeden önce, lead bir kabul temsilcisine atanacaktır", 1,1,1,1,1,1,1,1,1
"Lead yıkama işlevi, kurumsal sistemden mevcut temsilcilerin periyodik listesini alacaktır", 1,1,1,1,1,1,1,0,1
"Ürün, denizde gemilerin görünümünü simüle edecektir", 1,1,0,1,1,1,1,0,0
"Ürün, periskop görünümü ile bir daire içinde ızgaraları gösterecektir", 1,1,0,1,1,1,1,0,0
"Ürün, her gemi türünü, o gemi türünün resmi ile ızgarada gösterecektir", 1,1,0,1,1,1,1,0,0
"Saldırgan oyuncu ateş ettiğinde, ürün denizde gemi sesini simüle edecektir", 1,1,0,1,1,1,1,0,0
"Ateş kaçırıldığında, ürün hedefi ıskalama sesini simüle edecektir", 1,1,0,1,1,1,1,0,0
"Ateş isabet ettiğinde, ürün hedefe çarpma sesini simüle edecektir", 1,1,0,1,1,1,1,0,0
"Bir gemi battığında, ürün batma sesini simüle edecektir", 1,1,0,1,1,1,1,0,0
"Ürün, günde 24 saat, haftada 7 gün erişilebilir olacaktır", 1,1,1,1,1,1,1,1,1
"Ürün, eşzamanlı olarak çok sayıda oyunu destekleyebilecektir", 1,1,1,1,1,1,1,1,1
"Yanıt süresi, oyunun akışını koruyacak kadar hızlı olmalıdır; yanıt süresi %95 için 2 saniyeyi, kalan %5 için 4 saniyeyi geçmeyecektir", 1,1,1,1,1,1,1,1,1
"Ürün, oyuncuların kimliğini koruyacaktır; oyuncular başka bir oyuncunun kimliğini açığa çıkaracak bilgiye erişemeyecektir", 1,1,1,1,1,1,1,1,1
"Ürün, sezgisel ve kendini açıklayan olmalıdır; 10 kullanıcıdan 9’u herhangi bir eğitim olmadan oyunu tamamlayabilmelidir", 1,1,1,1,1,1,1,1,1
"Ürün, İngilizce, İspanyolca ve Fransızca bilen oyuncular için erişilebilir olmalıdır; kullanıcı ürüne erişirken dili seçebilmelidir", 1,1,1,1,1,1,1,1,1
"Ürün, oyuncuların başka bir oyuncunun kimliğini açığa çıkaracak bilgiye erişmesini engelleyecektir", 1,1,1,1,1,1,1,1,1
"Ürün, oyuncu listesini tutacaktır", 1,1,1,1,1,1,1,1,1
"Ürün, kullanıcının kendini oyuncu olarak tanımlamasına izin verecektir", 1,1,1,1,1,1,1,1,1
"Bir oyun başlatıldığında, ürün oyuna atanan oyuncuları oyuncu listesinden seçilemez hâle getirecektir", 1,1,1,1,1,1,1,1,1
"Ürün, kullanıcının istediği zaman kendini oyuncu listesinden çıkarmasına izin verecektir", 1,1,1,1,1,1,1,1,1
"Ürün, aktif olmayan oyuncuları oyuncu listesinden seçilemez hâle getirecektir", 1,1,1,1,1,1,1,1,1
"Ürün, 24 saat boyunca aktif olmayan oyuncuları oyuncu listesinden kaldıracaktır", 1,1,1,1,1,1,1,1,1
"Ürün, bir oyuncunun, listeden başka bir mevcut oyuncuyu seçerek oyunu başlatmasına izin verecektir", 1,1,1,1,1,1,1,1,1
"Oyun başlatıldığında, ürün her oyuncuya bir savunma ızgarası gösterecektir", 1,1,0,1,1,1,1,0,0
"Ürün, bir oyuncunun diğer oyuncunun saldırı veya savunma ızgaralarını görmesini engelleyecektir", 1,1,1,1,1,1,1,1,1
"Oyun başlatıldığında, ürün her oyuncunun 5 gemisini kendi savunma ızgarasına yerleştirmesine izin verecektir", 1,1,1,1,1,1,1,1,1
"Ürün, bir oyuncunun gemilerini ızgarada yatay olarak yerleştirmesine izin verecektir", 1,1,1,1,1,1,1,1,1
"Ürün, bir oyuncunun gemilerini ızgarada dikey olarak yerleştirmesine izin verecektir", 1,1,1,1,1,1,1,1,1
"Ürün, bir oyuncunun gemilerini ızgarada çapraz olarak yerleştirmesine izin verecektir", 1,1,1,0,1,1,1,0,0
"Ürün, bir oyuncunun ızgarasında gemilerin üst üste gelmesini engelleyecektir", 1,1,1,1,1,1,1,1,1
"Her iki oyuncu da 5 gemisini savunma ızgarasına yerleştirdiğinde, ürün her oyuncunun ilk tur durumunu belirleyecektir", 1,1,1,1,1,1,1,1,1
"Her turda, ürün bir oyuncuyu saldırı durumunda, bir oyuncuyu savunma durumunda olarak belirleyecektir", 1,1,1,1,1,1,1,1,1
"Ürün, her oyuncunun tur boyunca durumunu (saldırı veya savunma) koruyacaktır", 1,1,1,1,1,1,1,1,1
"Her turun başında, ürün her oyuncuya durumunu bildirecektir", 1,1,1,1,1,1,1,1,1
"Her tur için, ürün saldırı oyuncusunun bir atış tanımlamasına izin verecektir", 1,1,1,1,1,1,1,1,1
"Her atış için, ürün savunma oyuncusunun ızgarasını inceleyerek atışın isabet veya kaçırma olduğunu belirleyecektir", 1,1,1,1,1,1,1,1,1
"Her atış için, ürün oyunculara atışın isabet veya kaçırma olduğunu bildirecektir", 1,1,1,1,1,1,1,1,1
"Her atış için, ürün savunma oyuncusunun ızgarasında atışı isabet veya kaçırma olarak işaretleyecektir", 1,1,1,1,1,1,1,1,1
"Her atış için, ürün saldırı oyuncusunun ızgarasında atışı isabet veya kaçırma olarak işaretleyecektir", 1,1,1,1,1,1,1,1,1
"Atış bir gemiyi batırırsa, ürün oyunculara geminin battığını bildirecektir", 1,1,1,1,1,1,1,1,1
"Atış bir gemiyi batırırsa, ürün savunma oyuncusunun ızgarasında gemiyi batık olarak işaretleyecektir", 1,1,1,1,1,1,1,1,1
"Atış bir gemiyi batırırsa, ürün savunma oyuncusunun ızgarasında batırılan geminin türünü gösterecektir",1,1,0,1,1,1,1,0,0
"Atış bir gemiyi batırırsa, ürün saldırı oyuncusunun ızgarasında gemiyi batık olarak işaretleyecektir",1,1,1,1,1,1,1,1,1
"Atış isabet olarak işaretlendiyse, ürün saldırı oyuncusunun bir sonraki atışı tanımlamasına izin verecektir",1,1,1,1,1,1,1,1,1
"Atış kaçırılmışsa, ürün saldırı oyuncusunun durumunu savunma olarak değiştirecektir",1,1,1,1,1,1,1,1,1
"Atış kaçırılmışsa, ürün savunma oyuncusunun durumunu saldırı olarak değiştirecektir",1,1,1,1,1,1,1,1,1
"Ürün, oyun bitene kadar sıra atamalarına devam edecektir",1,1,1,1,1,1,1,1,1
"Ürün, saldırı oyuncusunun bir atışı ile savunma oyuncusunun son gemisi batarsa oyunu sonlandıracaktır",1,1,1,1,1,1,1,1,1
"Ürün, oyuncuların istediği zaman oyunu sonlandırmasına izin verecektir",1,1,1,1,1,1,1,1,1
"Oyun sona erdiğinde, ürün oyunculara oyunun bittiğini bildirecektir",1,1,1,1,1,1,1,1,1
"Oyun sona erdiğinde bildirim, oyunun neden bittiğini (ör. bir oyuncu kazandı veya bir oyuncu oyunu sonlandırdı) içerecektir",1,1,1,1,1,1,1,1,1
"Oyun sona erdiğinde, ürün her oyuncunun kendini oyuncu listesinde mevcut olarak tanımlamasına izin verecektir",1,1,1,1,1,1,1,1,1
"Oyun sona erdiğinde, ürün her oyuncunun kendini oyuncu listesinden çıkarmasına izin verecektir",1,1,1,1,1,1,1,1,1
"Sistem, arayanlar ve süpervizörler tarafından kolay kullanılabilir olmalıdır; tüm görevler 2 dakika içinde tamamlanabilmelidir",1,1,1,1,1,1,1,1,1
"Sistem, arayanlar ve süpervizörler tarafından kolay öğrenilebilir olmalıdır; 10 dakika içinde sistemin kullanımı öğrenilmelidir",1,1,1,1,1,1,1,1,1
"Sistem yanıt verebilir olmalıdır; DePaul TeleServices Merkezinde süpervizör arayanın programını görüntülerken yanıt süresi %90 için 2 saniyeyi, kalan %10 için 5 saniyeyi geçmemelidir",1,1,1,1,1,1,1,1,1
"56k bağlantıda tüm işlemler için sistem yanıt süresi %90 için 6 saniyeyi geçmemelidir",1,1,1,1,1,1,1,1,1
"112k veya daha hızlı bağlantıda tüm işlemler için sistem yanıt süresi %90 için 3 saniyeyi geçmemelidir",1,1,1,1,1,1,1,1,1
"Sistem, yılın her günü yüksek erişilebilirliğe sahip olmalıdır; 12:00AM-6:00PM arası kullanılabilir olmalıdır",1,1,1,1,1,1,1,1,1
"Sistem, yılın her günü 7:00AM-11:59PM arası kullanılabilir olmalıdır",1,1,1,1,1,1,1,1,1
